,Sales Package,Model Number,Model Name,Type,Portable,Bluetooth,Memory Card Slot,Configuration,Power Source,Frequency Response,Impedance,Color,Wired/Wireless,Wall Mountable Satellite,Built-in Fm Radio,Outdoor Usage,Headphone Jack,Driver Type,Compatible Devices,Connector Type,USB Ports,Amplifier,Other Audio Features,Chassis Material,Controls,Remote Control Support,Power Input,Other System Requirements,Satellite Weight,Width,Height,Depth,Warranty Service Type,Warranty Summary,Covered in Warranty,Not Covered in Warranty,Domestic Warranty,Power Output (RMS),Display Type,Signal to Noise Ratio,Sensitivity,Memory Card Supported,Charging Time,Battery,Battery Capacity,Bluetooth Range,Driver Size,Coverage Pattern,Cable Length,Subwoofer,Distortion,Technology Used,Other Features,Audio Codec,Maximum Output RMS Per Satellite,Maximum SPL,Tweeter Support,Maximum Output RMS Subwoofer,Maximum Output RMS Center Satellite,Separation,Subwoofer Width,Subwoofer Weight,Subwoofer Height,Subwoofer Depth,Tweeter Diameter,International Warranty,Satellite Width,Satellite Height,Satellite Depth,Center Satellite Width,Center Satellite Height,Center Satellite Depth,Center Satellite Weight
836,"1 speaker, charging Cable,3.5Mm aux Cable, User Guide",Fusion 352 portal 10W party Speaker,TR-S6 Portable Wireless Bluetooth Speaker with 2 Mic (Black),Party Speaker,,Yes,Yes,7.1.4,BATTERY,300,4,Black,Wireless,Yes,Yes,Yes,Yes,IOS,"All Smartphones Samsung, Nokia, Oppo, Vivo, Oneplus, Realme, Mi Redmi, HTC, Laptop, Tablet, computer",AUX,1 USB Ports,1,Thunder Bass Ws-04 Speaker With Mic Super Bass Bluetooth compatible,PLASTIC Chassis,"BUTTON TO DECREASE VOLUME, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS, PLAY/PAUSE :- LONG PRESS + BUTTON TO INCREASE VOLUME, MODE, VOLUME +/-, POWER",NO,5,Before first use charge atlest 20 mints for long Battery,,20.5 cm,10.5 cm,7.5 cm,"""Customer needs to call the customer care on-1800-5320-266 to register the complaints and take the product to the nearby Authorised Service centre and get the service done. Check the Nearest T-series Service centre - http://ced.tseries.com/service-point.php""",1 Year Manufacturer Warranty,MANUFACTURE DEFECT,Physical Damages,1 Year,656 W,No,85 dB,110 dB,YES,1.3 hr,"Rechargeable, Use Time 12 hr",2400 mAh,10 m,32,180 Degree Vertical,,1,,"Bluetooth, Wireless, Aux",High Bass music system,AST 311,,90 dB,,,,,,,,,,,,,,,,,
837,"1 Unit Speaker, User Manual, Power Cord, Remote Control, 2 Battery",HW-Q990B/XL,"Wireless Ultra Portable Speaker with Mic, Deep Bass, Dual Equalizer Speaker",Soundbar,,4.1,Yes,7.1.4 Channel,"This speaker has a soundbar design. It is portable as well. Also, it features an LED display. You can take of its comp act shape and easily place it on the table near your bed or at any convenient spot.",80Hz-180Khz,4,Black,Wireless,Yes,Yes,Yes,Yes,IOS,"MOBILE, TABLET, LAPTOP, ALL BLUETOOTH SUPPORTED DEVICES",Type C,1 USB Ports,yes,,"No, Yes, Hard plastic Chassis","Volume, Play, Pause, Track Control, etc",WIRELESS,5,Thunder Bass Ws-04 Speaker With Mic Super Bass Bluetooth compatible,,130.9 cm,59.5 cm,27.7 cm,7 days,7 days,NA,NA,1 Year,15 W,DIGITAL,75 dB,,SD card,1 hr,Use Time 6 hr,1800 mAh,10 m,52,,,1,,Wireless,"2 Passive Radiator FOR EXTRA BASS, 3inches Speaker , Fabric Material , TF CARD, FM FUNCTION , HANDFREE CALLING , 4 in 1 FUNCTION ( AUX,TF CARD, FM and Bluetooth",TG 113,,,,,,,,,,,,,,,,,,,
838,1 Bluetooth speaker With Mic,"KJL_408B_LZ 4103||WS-03|| Karaoke Speaker With Mic Super Bass Bluetooth Wireless Portable compatiable With all smart phones || Karaoke Bluetooth speaker with SD card and USB slot Wireless Bluetooth Multimedia Speaker || Wireless Speaker Ultra Loud Stereo sound || Bluetooth Speaker for Desktop PC|| Bluetooth Speaker Home Audio|| Perfect for home DJ audio player and DJ for outdoor activities || FM , Aux, TF, Speaker Phone / Wireless Speaker Compatible with all your devices.","Dj Bass Bar Studio Bluetooth Soundbar Moviebar Party Light With High Powerful Sound Quality With Powerful Bass D Card,Aux,Pendrive, ,Calling Supported Speaker Music has the power to invoke feel-good types of feelings in a person. You can experience these feelings by listening to songs from different regions and countries on this speaker. It is compact and lightweight. You can even wirelessly connect a compatible device to it via Bluetooth, and sink in the tunes of your favourite artists. You can also connect devices via the USB port and AUX port. To top it off, it also comes with an LED displays.",Tower Speaker,,Yes,Yes,2.1,Battery,300,16,Black,Wireless,No,Yes,Yes,Yes,IOS,"PC, TV, MOBILE PHINES, Mobile Phone, ALL BLUETOOTH SUPPORTED DEVICES",,1 USB Ports,NA,,yes Chassis,"PREV/NEXT, PLAY/PAUSE, CALL/DECLINE, ON/OFF",,5V,Before first use charge atlest 20 mints for long Battery,,10 cm,18 cm,10 cm,NA,NA,Na,Na,1 Year,10 W,NA,89 dB,,Yes,1 hr,"Rechargable, Use Time 6 hr",1200 mAh,10 m,32,,,2,,Bluetooth,Thunder Bass Ws-04 Speaker With Mic Super Bass Bluetooth compatible,AST 311,,,,,,,,,,,,,,,,,,,
839,1,Excellent Very Mini Boost 022 Bluetooth Speaker for car/laptop/home Top Brand,Best Portable Mini Bluetooth Speaker Ultra High Bass Power Boost Sound Rechargeable Multimedia Speaker 10 W Bluetooth Speaker Greenat6,Party Speaker,,5.3  with5.3,Yes,2.1 Channel,Battery,2.4 GHz - 2.48 Ghz,4,Multicolor,Wired & Wireless,,Yes,Yes,Yes,IOS,ALL SMARTPHONE SUPPORTED,,1 USB Ports,1,,"Yes, yes Chassis","Play, Pause, Volume up , Volume Down",,10,Before first use charge atlest 20 mints for long Battery,,4 cm,7 cm,4 cm,Na,Replacement,NA,NA,,15 W,,65 dB,,SD Card,4 hr,"Li-Polymer, Use Time 6 hr",1200 mAh,10 m,32,,,1,,Wireless,,AST 311,,,,,,,,,,,,,,,,,,,
840,1 Bluetooth speaker With Mic,"OJF_471W_ZQS 4210 Karaoke Speaker With Mic Super Bass Bluetooth Wireless Portable compatiable With all smart phones || Karaoke Bluetooth speaker with SD card and USB slot Wireless Bluetooth Multimedia Speaker || Wireless Speaker Ultra Loud Stereo sound || Bluetooth Speaker for Desktop PC|| Bluetooth Speaker Home Audio|| Perfect for home DJ audio player and DJ for outdoor activities || FM , Aux, TF, Speaker Phone / Wireless Speaker Compatible with all your devices.",TG-113 Ultra 3D Dynamic Thunder Sound With High Bass Wireless Portable Speaker Orangek1,Tower Speaker,,Yes,Yes,Stereo,Battery,20Hz-20000Hz,16,Black,Wireless,,Yes,Yes,Yes,IOS,Compatible with all types of devices including Android and ios,,1 USB Ports,1,,Yes,PREV/NEXT-PLAY/PAUSE-VOL-RECORDING,,5,Type C Charging Cable,,10 cm,18 cm,10 cm,NA,NA,NA,Any Physical Damage,,15 W,,90 dB,,No,2 hr,"Rechargeable Li-ion, Use Time 5 hr",1200 mAh,10 m,2 INCH,,,2,,Wireless,,,,,,,,,,,,,,,,,,,,,
841,"1 Main Unit, 2 Mic, User Manual,Remote, Warranty card",TRS6,Carvaan Musicbar CB120 with Signature Sound and 1000 Pre-loaded Songs,Home Theatre,,"withSBC, AAC",Yes,Stereo Channel,BATTERY,70 HZ-18KHZ,4OHMS,Black,Wired & Wireless,,Yes,Yes,No,2 Speakers,Mobile,,-1 USB Ports,,,"Yes, PLASTIC Chassis",Received Call /on/off,,5,,,17 cm,35 cm,31 cm,Customer will get a Brand new product in replacement,Customer need to call Blaupunkt Toll free no 18008434333 or need to email to wecare@blaupunkt-audio.in with invoice copy and product serial no.,NA,NA,,16 W,,89 dB,,YES,1 hr,"CHARGEWAL, Use Time 8 hr",2500 mAh,10 m,,,,,,Wireless,,,,,,,,,,,,,,,,,,,,,
842,"1 Speaker And USB Cable, Description Chart",Faster 16W Bluetooth Speaker Hi-fi Stereo Sound Surround Upto 19 Hours Playback,Thunder Bass Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones,Party Speaker,,Yes,Yes,11.1.4,Battery,300,16,Blue,Wireless,,Yes,No,Yes,,"laptop, mobile, tablet, gaming system",,1 USB Ports,,,yes Chassis,"PREV/NEXT, PLAY/PAUSE, CALL/DECLINE, ON/OFF",,220-240V,,,10 cm,40 cm,37 cm,NA,NA,NA,NA,,10 W,,89 dB,,SD card,1 hr,Use Time 6 hr,1200 mAh,2 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
843,1 SPEAKER,WS-01|3D Extra Thunder Beat Sound| Splashproof| Water Resistant| Rock Beat Blast Stereo| Mini Home Theatre| Led Colour Changing Lights |AUX Supported| Wireless Speaker for All mobile tablet,"2021 Top Selling Ultra Premium Bluetooth Speaker - Loud HD Surround Sound, Wireless Pairing, 6H Battery, Splashproof with Rich Bass Greyat4",Home Theatre,,Yes,Yes,11.1.4 Channel,Battery,300,16,Black,Wireless,,Yes,Yes,Yes,,"USB, Television",,2 USB Ports,,,yes Chassis,"PREV/NEXT, PLAY/PAUSE, CALL/DECLINE, ON/OFF",,,,,8 cm,10 cm,8 cm,NA,One Year domestic warranty against manufacturing defects,NA,NA,,10 W,,75 dB,,SD card,1 hr,"Rechargable, Use Time 6 hr",1200 mAh,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
844,"1 SPEAKER, 1 POWER CABLE","DJ Wireless Rechargeable Brand New Top Selling Portable Stereo sound Multimedia home audio/gaming Speaker for Mobile/Tablet TV SOUNDBAR ,HOME SOUNDBAR Original Quality Perfect Sound bar Mega Bass Wireless Bluetooth Speaker with TWS Connection/USB Input/Micro SD Card Reader/FM Radio/Aux Input/Hands Free Calling/BT SPEAKER ULTRA WITH 3D sound blast WITH GOOD quality good Super E91 Double Inner Speaker with HiFi Stereo Surround Sound Double high bass sound","2021 Top Selling Ultra Premium Bluetooth Speaker - Loud HD Surround Sound, Wireless Pairing, 6H Battery, Splashproof with Rich Bass Redat4",Laptop/Desktop Speaker,,5.0,Yes,4.1,"Rechargeable, USB",80hz—180khz,4,Black,Wired & Wireless,,Yes,Yes,No,,Thunder Bass Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones,,1 USB Ports,,,"Yes, ABS Plastic Chassis",,,,,,10 cm,40 cm,37 cm,NA,NA,,NA,,15 W,,,,TFT Card,1 hr,"Rechargable, Use Time 6 hr",2400 mAh,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
845,1 Bluetooth speaker With Mic,"OJM_225F_LZ 3102||WS-02|| Karaoke Speaker With Mic Super Bass Bluetooth Wireless Portable compatiable With all smart phones || Karaoke Bluetooth speaker with SD card and USB slot Wireless Bluetooth Multimedia Speaker || Wireless Speaker Ultra Loud Stereo sound || Bluetooth Speaker for Desktop PC|| Bluetooth Speaker Home Audio|| Perfect for home DJ audio player and DJ for outdoor activities || FM , Aux, TF, Speaker Phone / Wireless Speaker Compatible with all your devices.",,Tower Speaker,,Yes,No,4.1 Channel,,,,Black,Wireless,,Yes,Yes,,,All Smart phones,,1 USB Ports,,,,,,,,,10 cm,18 cm,10 cm,NA,NA,,,,9500 W,,,,,5 hr,Use Time 5 hr,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
846,1 HOME THEATRE SET,HT- DJ SOUND YR-HT-01,,Home Theatre,,Yes,Yes,Mono,,,,Grey,Wired & Wireless,,Yes,Yes,,,Compatible with all types of devices including Android and ios,,1 USB Ports,,,,,,,,,15 cm,10 cm,10 cm,,NA,,,,20 W,,,,,,,,10 m,,,,,,,,,,,,,,,,,,,,,,,,,,,
847,1,Super 027 High Bass Bluetooth Speaker Sound Quality TF Card / AUX-IN Support,,Party Speaker,,withYes,No,Mono Channel,,,,Multicolor,Wired & Wireless,,Yes,,,,Compatible with all types of devices including Android and ios,,,,,,,,,,,4 cm,8 cm,5 cm,,NA,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
848,1 speaker,Portable Mini Bluetooth Speaker Ultra High Bass Power Boost Sound Rechargeable Multimedia Speaker 10 W Bluetooth Speaker Greenat6,,Mobile/Tablet Speaker,,Yes,Yes,Stereo,,,,Green,Wired & Wireless,,Yes,,,,"Laptop / Desktop, Mobile, Home TV",,,,,,,,,,,17 cm,7 cm,7 cm,,,,,,10 Watt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
849,1 headphone,BT-52 BK,,Mobile/Tablet Speaker,,5.0  withL31,Yes,Stereo Channel,,,,Black,Wireless,,Yes,,,,,,,,,,,,,,,5.7 cm,19 cm,9.1 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
850,"1 speaker, charging cable, user manual",New Arriving Power boost high sound blast with ultra 3d bass New arrival tg113 waterproof/splashproof mini dynamite thunder sound Wireless Bluetooth Speaker for car/laptop/home audio & gaming With usb/fm/tf card & line in aux supported 10 Bluetooth Speaker Orangek1,,Mobile/Tablet Speaker,,Yes,Yes,2.0,,,,Orange,Wired & Wireless,,,,,,,,,,,,,,,,,6 cm,16 cm,6 cm,,,,,,60 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
851,"1 Musicbar, 1 Power Adapter, 1 Aux Cable, 1 Remote, 1 User Manual, 1 Song Booklet",SCB130,,Soundbar,,5.0  withSPEAKER,,2.0 Channel,,,,Black,Wired & Wireless,,,,,,,,,,,,,,,,,90 cm,8 cm,8 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
852,"1 speaker, 1 mic, 1 charging cable",Thunder Bass Ws-04 Speaker With Mic Super Bass Bluetooth compatible for phones,,Party Speaker,,Yes,,5.1,,,,Black,Wireless,,,,,,,,,,,,,,,,,14 cm,12 cm,10 cm,,,,,,5 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
853,Speaker,Matka Speaker Boost -3,,Smart Speaker,,5.0  withSoroo,,5.1 Channel,,,,Multicolor,,,,,,,,,,,,,,,,,,4 cm,6 cm,6 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
854,1 speaker,"Ultra Premium Bluetooth Speaker - Loud HD Surround Sound, Wireless Pairing, 6H Battery, Splashproof with Rich Bass Greyat4",,Mobile/Tablet Speaker,,Yes,,Stereo,,,,Grey,,,,,,,,,,,,,,,,,,17 cm,7 cm,7 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
855,1 speaker,"Ultra Premium Bluetooth Speaker - Loud HD Surround Sound, Wireless Pairing, 6H Battery, Splashproof with Rich Bass Redat4",,Mobile/Tablet Speaker,,Yes,,Stereo Channel,,,,Red,,,,,,,,,,,,,,,,,,17 cm,7 cm,7 cm,,,,,,10 W,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
856,1N Speaker,M426SP (PORTABLE HOME TV SOUNDBAR) Dynamic Thunder Sound 2400mAh Battery,,Soundbar,,Yes,,5.1,,,,Multicolor,,,,,,,,,,,,,,,,,,38 cm,6.5 cm,6.5 cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
857,,,,,,5.0,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
858,,,,,,Yes,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
859,,,,,,4.2,,4.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
860,,,,,,Yes,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
861,,,,,,5.0,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
862,,,,,,Yes,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
863,,,,,,4.1,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
864,,,,,,Yes,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
865,,,,,,5.0,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
866,,,,,,Yes,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
867,,,,,,4.2  withSPEAKER,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
868,,,,,,Yes,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
869,,,,,,Yes,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
870,,,,,,4.2,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
871,,,,,,Yes,,2.0 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
872,,,,,,4.2,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
873,,,,,,Yes,,4.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
874,,,,,,5,,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
875,,,,,,,,5.1 Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
876,,,,,,,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
877,,,,,,,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
878,,,,,,,,Mono,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
879,,,,,,,,Mono Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
880,,,,,,,,Stereo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
881,,,,,,,,Stereo Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
882,"1 Speaker, USB Type C Cable, Strap Belt, Warranty Card",SRS-XB100,"SRS-XB100 Portable Super-Compact,Waterproof, 16Hrs Batt, Extra Bass,Built-In Mic",Mobile/Tablet Speaker,Yes,Yes,Yes,Stereo,Battery,70 HZ-18KHZ,4 Ohms,Black,Wireless,No,Yes,Yes,Yes,L2CAP/A2DP,all smartphone,BLUETOOTH & AUX,1 USB Ports,Built-in,"This Speaker Are Make In India Product High Boss And Best Sound Quality,and Best Plastic Make Its Amazing Product In Bluetooth Speaker, Portable Bluetooth Outdoor Speaker with Stand Support and Hook Strap Design. Very use full for Home Decor And living Room Outdoor many Use of Speaker",Yes,PREV/NEXT - PLAY/PAUSE - VOL - RECORDING,WIRELESS,4,Please charge full of electronics when you use it at first time.,0.1 kg,7.6 cm,9.5 cm,7.6 cm,"Customer needs to call the customer care on-1800-5320-266 to register the complaints and take the product to the nearby Authorised Service centre and get the service done. Check the Nearest T-series Service centre - http://ced.tseries.com/service-point.php""",1 Year Manufacturer Warranty,Defect Arising Out of Faulty or Defective Material or Workmanship. Parts and Labour Costs are Covered,Warranty does not cover damage caused to the product due to improper installation by customer; normal wear and tear caused due to use of product.,3 Months,60 W,NO,85 dB,42 dB,YES,1 hr,"Lithium -ion, Use Time 5 hr",1200 mAh,10 m,6,Yes,0.12 m,1,1,BLUETOOTH,"This Speaker Are Make In India Product High Boss And Best Sound Quality,and Best Plastic Make Its Amazing Product In Bluetooth Speaker, Portable Bluetooth Outdoor Speaker with Stand Support and Hook Strap Design. Very use full for Home Decor And living Room Outdoor many Use of Speaker",WS002,10 W,108 dB,2,10 W,10 W,Greater than 40 dB,12 mm,0.3 kg,10 mm,8 mm,,3 Months,12 mm,10 mm,8 mm,12 mm,10 mm,8 mm,0.3 kg
883,1 Speaker,WV-4141 Black MINI Home Theater/ECHO MIC SYSTEM Woofer BT/FM/MP3/USB/SD-Card/AUX,A005 162 Red Portable Bluetooth Speaker with DJ Light USB Speaker Super Bass,Home Theatre,,Yes,Yes,Stereo Channel,USB,120hz-20khz,4 Ohms,Red,Wired,Yes,Yes,Yes,Yes,2 x Satellites,mobile phone,Speaker Wire,1 USB Ports,BUILT IN,Good For Party and Gaming,PLASTIC Chassis,“+”button for Volume up/Next Song; “-” button for Volume down/Prev Song; the middle button for ON/OFF/Play/Pause/Answer or Hang up Phones.,Wireless,1,"3.5MM Audio Input, USB Power Source",0.3 kg,20 cm,23 cm,15 cm,N/A,N/A,N/A,N/A,1 Year,10 W,Led,70 dB,42 dB,Yes,1 hr,Use Time 5 hr,1200 mAh,10 m,52,70 degree,10 m,2,1W,TWS,"The powerful rechargeable battery could provide more than 8 hours of non-stop music playing at its largest volume., The color of light will change with the beat of the music to make all of you feel the cheerful atmosphere from disco when karaoke.",apt-X,10 W,1566 dB,,10 W,10 W,40,12 mm,0.3 kg,10 mm,8 mm,,1 Year,12 mm,10 mm,8 mm,12 mm,10 mm,8 mm,0.3 kg
884,1 SET,WS-04/4104 Sound Box Mini home theater wireless bass Woofer Bluetooth Speaker,"SRS-XB100 Portable Super-Compact,Waterproof, 16Hrs Batt, Extra Bass,Built-In Mic",PA Speaker,,Yes,Yes,Stereo,AC Adapter,60Hz-20Khz,16,Black,Wired & Wireless,No,Yes,Yes,No,IOS,"ALL SMARTPHONE, COMPUTER, ALL BLUETOOTH DEVICE, LAPTOP, TABLET",AUX CABLE,1 USB Ports,Yes Built in,"Box Contents: 2 wired speakers with wired volume controller & USB power input and 3.5mm audio Jack output, 1 year Warranty unless physically damaged, 2 speaker units with 3W RMS each provide a powerful output total of 6W RMS, Each Speaker Unit driver is 50mm in diameter, Frequency Response: 60hz-20khz, Power input is DC 5V via a USB port, Audio Output is through a 3.5mm audio jack, 2.0 USB powered multimedia speaker system for laptops, desktops & smartphones, Wired volume control, Enhanced low frequency effect, Powerful bass & Superior listening experience",Wooden Chassis,Remote,Yes,USB,Please charge full of electronics when you use it at first time.,0.3 kg,10 cm,12 cm,8 cm,NO WARRANTY,NO WARRANTY,NO WARRANTY,NO WARRANTY,0 Year,70 W,NA,90 dB,90 dB,YES,1 hr,"rechargeable, Use Time 4 hr",1200 mAh,10 m,62,Hard Abs Plastic,1 m,1,10W,Bluetooth,"Built-in Microphone, enjoying hand-free call, With advanced noise cancellation, enables clear hand-free calling and conference. Great for indoor and outdoor sound",TG 113,10 W,90 dB,,10 W,10 W,40,,,,,,3 Months,,,,-3 mm,,,
885,"Main unit, Remote, User manual, Mic",Bluetooth Tower speaker with mic 70w stereo Grey color speaker,"SRS-XB100 Portable Super-Compact,Waterproof, 16Hrs Batt, Extra Bass,Built-In Mic",Tower Speaker,,5.0,Yes,Stereo Channel,BATTERY,150HZ-20KHZ,16,Grey,Wireless,No,Yes,Yes,Yes,IOS,"MOBILE, TABLET, Smart Tv, Laptop, Desktop",3.5 mm Audio Cable,1 USB Ports,NO,"Extra Bass HD sound and is perfect for getting the party started with some danceable jams, Provides extended playback, enables you to stream music for up to 12 hours on a full charge",Rubber & Plastic Chassis Chassis,Volume,Wired,5,Before first use charge atlest 20 mints for long Battery,,22 cm,109 cm,41 cm,Reach out to us at info@imaginemarketingindia.com or +912269181920,1 Year Warranty,Manufacturing Defects,Physical Damage,1 Year,5 W,NA,90 dB,85 dB,Yes,2 hr,Use Time 6 hr,1200 mAh,10 m,52,HARD ABS PLASTIC,0.3 m,1,2,Wireless,"IPX7 Protection, 360 Degree Sound, Wireless Pairing, Enhanced Bass",AST 311,,90 dB,,,,40,,,,,,,,,,,,,
886,"1 Bluetooth Speaker, 1 USB Cable",A005 Powerful Bluetooth Speaker with High Sound Quality and Full Bass Speaker,ORG-01A3,Mobile/Tablet Speaker,,Yes,Yes,Stereo,Battery,300,16,Black,Wired & Wireless,Yes,Yes,Yes,Yes,"2 x 1.75 inch Full Range Speaker, 2 x Passive Radiator","Phone , Laptop , SmartTV , GamingPc ETC",Type C,1 USB Ports,NO,Wireless Speaker Portable Bluetooth Speaker Bass Hifi FM Radio home theatre system Soundbar Boombox woofer,Yes,"Volume Control, Call Answer/reject, Playback Controls","LONG PRESS - BUTTON TO DECREASE VOLUME, MODE, Power switch, PRESS + BUTTON TO PLAY NEXT SONG, PRESS - BUTTON TO PLAY PREVIOUS SOUND, PLAY/PAUSE, When play music, (TF card/Line in/USB card/Bluetooth), short press to switch model, LONG PRESS + BUTTON TO INCREASE VOLUME",5,WS-1300 Thunder Beat Sound Disco Light Wireless Karaoke,,10 cm,18.3 cm,10 cm,"Service Centre, Walk in Warranty,For warranty claims, contact us at inquiry@artis.in or call us on 1800 123 8195 (Mon-Sat: 10am-6pm)",1 Year Warranty from the Date of Purchase,Speaker,"Physical damage, Burn out",1 Year,5 W,NA,90 dB,110 dB,NA,1.3 hr,Use Time 6 hr,1800 mAh,10 m,32,,,1,1,Wireless,"Immerse yourself in crystal-clear 10W sound output that fills any room. The speaker delivers rich bass, balanced midranges, and crisp highs for an exceptional audio experience., Tune in to FM if you never want to miss news, weather or traffic update, or wish to know the live score of your favourite sport., In addition to Bluetooth connectivity, the speaker features an AUX-in port, TF card slot, and USB port, providing multiple ways to play your music., Whether you're on a solo journey or sharing your favorite beats with friends, the LM BS 117 Soundbar is your go-anywhere, do-anything audio companion., Elevate your audio experience and make every moment unforgettable with this truly portable powerhouse.",AST 311,,90 dB,,,,,,,,,,,,,,,,,
887,"1 Speaker, USB Type C Cable, Strap Belt, Warranty Card",SRS-XB100,"Kalash Ultra Small Mini Portable Wireless 5W, TWS, Calling Function",Mobile/Tablet Speaker,,Yes,Yes,Stereo Channel,"Battery, AC Adapter, USB Chargeable",20Hz-20000Hz,32,Grey,Wireless,Yes,Yes,Yes,Yes,IOS,"All Smartphones, All Bluetooth Devices",Aux,1 USB Ports,yes,WS-1300 Thunder Beat Sound Disco Light Wireless Karaoke,Wooden Chassis,"Power, Bluetooth Pairing, Volume Up/Down, Play/Pause",YES,5,Before first use charge atlest 20 mints for long Battery,,7.6 cm,9.5 cm,7.6 cm,N/A,"1 Year Service Centre, Walk in Warranty, For warranty claims, contact us at inquiry@artis.in or call us on 1800 123 8195 (Mon-Sat: 10am-6pm)",N/A,N/A,1 Year,160 W,,89 dB,42 dB,YES,2 hr,Use Time 8 hr,800 mAh,10 m,52,,,2,1,Wireless,WS-1300 Thunder Beat Sound Disco Light Wireless Karaoke,,,,,,,,,,,,,,,,,,,,
